Var1,Var2,cgmlst,SNP
DW464,DW293,284,1938
DW481,DW293,279,1763
DW482,DW293,108,560
DW483,DW293,232,1758
DW484,DW293,298,2076
DW485,DW293,301,2034
DW486,DW293,321,2110
DW487,DW293,253,2105
DW488,DW293,289,1851
DW489,DW293,20,54
M2282,DW293,236,1573
M2300,DW293,231,1564
M2321,DW293,262,1683
M2341,DW293,255,1797
M30,DW293,221,1448
M6090,DW293,238,1536
M6151,DW293,238,1614
M6257,DW293,240,1683
M6270,DW293,242,1616
M6280,DW293,308,2188
M6282,DW293,313,2332
M6283,DW293,290,2173
M6284,DW293,234,1599
M6285,DW293,259,1829
M6286,DW293,288,2166
M6303,DW293,245,1632
M6312,DW293,236,1590
M6320,DW293,243,1770
M6327,DW293,228,1519
M6328,DW293,247,1557
M6475,DW293,244,1578
M6489,DW293,295,2070
M6593,DW293,250,1602
M6604,DW293,270,2035
M6711,DW293,291,2234
M6713,DW293,316,2426
R32G,DW293,215,1701
TW10_5G,DW293,217,1697
TW10_6G,DW293,216,1702
TW48-5G,DW293,216,1695
UTMB_10G,DW293,216,1699
DW296,DW295,114,631
DW299,DW295,295,2277
DW301,DW295,292,2259
DW303,DW295,234,1547
DW304,DW295,307,2277
DW307,DW295,305,2210
DW308,DW295,298,2284
DW309,DW295,297,2168
DW312,DW295,228,1524
DW313,DW295,303,2367
DW315,DW295,236,1678
DW316,DW295,303,2248
DW318,DW295,47,198
DW320,DW295,209,1316
DW321,DW295,207,1312
DW325,DW295,293,2256
DW326,DW295,207,1299
DW329,DW295,300,2287
DW330,DW295,311,2256
DW331,DW295,297,2268
DW332,DW295,215,1323
DW334,DW295,304,2268
DW336,DW295,214,1349
DW337,DW295,253,1819
DW339,DW295,291,2253
DW342,DW295,271,1697
DW344,DW295,210,1328
DW345,DW295,265,1964
DW346,DW295,299,2222
DW347,DW295,300,2316
DW349,DW295,273,2132
DW351,DW295,279,2177
DW355,DW295,298,2270
DW356,DW295,123,621
DW359,DW295,292,2190
DW360,DW295,238,1822
DW361,DW295,205,1284
DW365,DW295,289,2125
DW366,DW295,310,2151
DW368,DW295,286,2035
DW369,DW295,263,1599
DW370,DW295,282,2122
DW371,DW295,248,1568
DW372,DW295,281,1916
DW373,DW295,228,1477
DW374,DW295,251,2174
DW375,DW295,275,1864
DW376,DW295,301,2076
DW377,DW295,249,1653
DW379,DW295,304,2036
DW380,DW295,300,2115
DW381,DW295,244,1627
DW382,DW295,281,1796
DW383,DW295,178,1032
DW384,DW295,303,2167
DW385,DW295,240,1714
DW387,DW295,315,2155
DW388,DW295,249,1686
DW389,DW295,300,2102
DW390,DW295,301,2173
DW391,DW295,301,2184
DW392,DW295,305,2135
DW395,DW295,242,957
DW396,DW295,314,2330
DW397,DW295,300,2145
DW398,DW295,303,2222
DW401,DW295,275,2127
DW402,DW295,240,1548
DW405,DW295,288,2122
DW409,DW295,262,1475
DW410,DW295,296,1928
DW413,DW295,300,2103
DW414,DW295,269,2055
DW415,DW295,287,2193
DW418,DW295,300,2192
DW420,DW295,208,1121
DW423,DW295,258,1546
DW425,DW295,299,2100
DW427,DW295,301,2116
DW428,DW295,310,2124
DW429,DW295,301,2251
DW430,DW295,211,1248
DW432,DW295,233,1504
DW433,DW295,78,495
DW434,DW295,241,1741
DW435,DW295,244,1583
DW436,DW295,302,2209
DW438,DW295,303,2151
DW439,DW295,240,1594
DW441,DW295,1,10
DW442,DW295,241,1682
DW443,DW295,311,2137
DW444,DW295,303,2172
DW446,DW295,306,2253
DW448,DW295,289,2135
DW449,DW295,283,1925
DW450,DW295,245,1561
DW451,DW295,301,2119
DW452,DW295,280,2022
DW454,DW295,232,1550
DW456,DW295,300,2212
DW458,DW295,213,1211
DW460,DW295,303,2273
DW462,DW295,301,2181
DW463,DW295,300,2263
DW464,DW295,278,1927
DW481,DW295,277,1726
DW482,DW295,36,139
DW483,DW295,228,1705
DW484,DW295,296,2144
DW485,DW295,304,2107
DW486,DW295,307,2081
DW487,DW295,253,2197
DW488,DW295,278,1772
DW489,DW295,101,475
M2282,DW295,227,1508
M2300,DW295,220,1500
M2321,DW295,250,1565
M2341,DW295,245,1676
M30,DW295,211,1418
M6090,DW295,228,1529
M6151,DW295,228,1529
M6257,DW295,226,1542
M6270,DW295,234,1549
M6280,DW295,295,2167
M6282,DW295,309,2374
M6283,DW295,283,2249
M6284,DW295,230,1498
M6285,DW295,247,1782
M6286,DW295,282,2062
M6303,DW295,230,1438
M6312,DW295,226,1563
M6320,DW295,240,1774
M6327,DW295,221,1469
M6328,DW295,240,1525
M6475,DW295,232,1512
M6489,DW295,294,2156
M6593,DW295,233,1494
M6604,DW295,258,1976
M6711,DW295,293,2278
M6713,DW295,313,2399
R32G,DW295,208,1569
TW10_5G,DW295,210,1572
TW10_6G,DW295,209,1571
TW48-5G,DW295,209,1570
UTMB_10G,DW295,209,1569
DW299,DW296,302,2165
DW301,DW296,298,2165
DW303,DW296,250,1617
DW304,DW296,309,2166
DW307,DW296,308,2109
DW308,DW296,300,2206
DW309,DW296,299,2075
DW312,DW296,243,1594
DW313,DW296,321,2394
DW315,DW296,255,1713
DW316,DW296,306,2150
DW318,DW296,123,647
DW320,DW296,248,1548
DW321,DW296,246,1585
DW325,DW296,294,2143
DW326,DW296,246,1558
DW329,DW296,311,2234
DW330,DW296,327,2282
DW331,DW296,306,2176
DW332,DW296,253,1590
DW334,DW296,324,2297
DW336,DW296,251,1614
DW337,DW296,273,1934
DW339,DW296,300,2216
DW342,DW296,282,1810
DW344,DW296,251,1589
DW345,DW296,286,2096
DW346,DW296,304,2110
DW347,DW296,304,2198
DW349,DW296,281,2053
DW351,DW296,289,2052
DW355,DW296,304,2150
DW356,DW296,91,302
DW359,DW296,301,2104
DW360,DW296,250,1900
DW361,DW296,244,1526
DW365,DW296,292,2009
DW366,DW296,330,2203
DW368,DW296,298,1981
DW369,DW296,274,1662
DW370,DW296,284,1996
DW371,DW296,263,1610
DW372,DW296,292,1906
DW373,DW296,225,1341
DW374,DW296,257,2046
DW375,DW296,288,1898
DW376,DW296,311,1957
DW377,DW296,258,1701
DW379,DW296,324,2080
DW380,DW296,321,2139
DW381,DW296,254,1666
DW382,DW296,291,1799
DW383,DW296,187,1081
DW384,DW296,306,2046
DW385,DW296,253,1773
DW387,DW296,324,2244
DW388,DW296,259,1730
DW389,DW296,313,2005
DW390,DW296,311,2032
DW391,DW296,311,2049
DW392,DW296,310,2017
DW395,DW296,255,1047
DW396,DW296,325,2351
DW397,DW296,305,2027
DW398,DW296,312,2132
DW401,DW296,281,2020
DW402,DW296,281,1811
DW405,DW296,298,2143
DW409,DW296,271,1480
DW410,DW296,302,1834
DW413,DW296,311,1976
DW414,DW296,275,1950
DW415,DW296,296,2129
DW418,DW296,309,2047
DW420,DW296,245,1350
DW423,DW296,292,1759
DW425,DW296,305,1991
DW427,DW296,308,2055
DW428,DW296,331,2174
DW429,DW296,308,2188
DW430,DW296,250,1490
DW432,DW296,269,1701
DW433,DW296,144,834
DW434,DW296,251,1784
DW435,DW296,258,1649
DW436,DW296,310,2107
DW438,DW296,309,2022
DW439,DW296,253,1646
DW441,DW296,114,597
DW442,DW296,251,1751
DW443,DW296,319,2211
DW444,DW296,313,2064
DW446,DW296,319,2271
DW448,DW296,298,2011
DW449,DW296,298,1970
DW450,DW296,262,1692
DW451,DW296,311,1986
DW452,DW296,288,1979
DW454,DW296,275,1803
DW456,DW296,307,2060
DW458,DW296,253,1478
DW460,DW296,314,2286
DW462,DW296,305,2066
DW463,DW296,309,2140
DW464,DW296,291,1967
DW481,DW296,287,1731
DW482,DW296,113,583
DW483,DW296,237,1719
DW484,DW296,305,2054
DW485,DW296,308,1994
DW486,DW296,326,2102
DW487,DW296,257,2078
DW488,DW296,294,1814
DW489,DW296,27,78
M2282,DW296,241,1563
M2300,DW296,238,1565
M2321,DW296,269,1686
M2341,DW296,261,1734
M30,DW296,227,1448
M6090,DW296,243,1538
M6151,DW296,243,1591
M6257,DW296,242,1675
M6270,DW296,247,1573
M6280,DW296,312,2191
M6282,DW296,319,2303
M6283,DW296,297,2174
M6284,DW296,239,1548
M6285,DW296,265,1845
M6286,DW296,293,2148
M6303,DW296,249,1605
M6312,DW296,241,1574
M6320,DW296,251,1776
M6327,DW296,232,1529
M6328,DW296,255,1583
M6475,DW296,252,1571
M6489,DW296,300,2023
M6593,DW296,258,1590
M6604,DW296,277,2016
M6711,DW296,300,2202
M6713,DW296,323,2416
R32G,DW296,222,1639
TW10_5G,DW296,224,1638
TW10_6G,DW296,223,1641
TW48-5G,DW296,223,1639
UTMB_10G,DW296,223,1639
DW301,DW299,91,381
DW303,DW299,290,2074
DW304,DW299,201,1197
DW307,DW299,58,194
DW308,DW299,80,434
DW309,DW299,81,314
DW312,DW299,271,2087
DW313,DW299,266,1921
DW315,DW299,283,2082
DW316,DW299,57,211
DW318,DW299,297,2295
DW320,DW299,289,2242
DW321,DW299,289,2236
DW325,DW299,99,400
DW326,DW299,289,2194
DW329,DW299,195,1220
DW330,DW299,275,1819
DW331,DW299,83,385
DW332,DW299,291,2221
DW334,DW299,263,1934
DW336,DW299,290,2258
DW337,DW299,277,2105
DW339,DW299,185,1266
DW342,DW299,252,1608
DW344,DW299,287,2266
DW345,DW299,290,2283
DW346,DW299,70,235
DW347,DW299,80,356
DW349,DW299,82,393
DW351,DW299,101,401
DW355,DW299,79,429
DW356,DW299,300,2287
DW359,DW299,81,269
DW360,DW299,284,2268
DW361,DW299,284,2204
DW365,DW299,86,283
DW366,DW299,270,1811
DW368,DW299,213,1189
DW369,DW299,242,1477
DW370,DW299,88,285
DW371,DW299,283,2019
DW372,DW299,246,1607
DW373,DW299,271,1735
DW374,DW299,66,252
DW375,DW299,257,1772
DW376,DW299,103,309
DW377,DW299,281,2039
DW379,DW299,269,1680
DW380,DW299,258,1755
DW381,DW299,284,2051
DW382,DW299,260,1629
DW383,DW299,286,2029
DW384,DW299,56,182
DW385,DW299,287,2151
DW387,DW299,262,1597
DW388,DW299,284,2039
DW389,DW299,223,1133
DW390,DW299,91,309
DW391,DW299,91,310
DW392,DW299,60,164
DW395,DW299,261,1281
DW396,DW299,283,1927
DW397,DW299,61,179
DW398,DW299,203,1084
DW401,DW299,68,198
DW402,DW299,302,2047
DW405,DW299,266,1801
DW409,DW299,279,1634
DW410,DW299,86,268
DW413,DW299,92,293
DW414,DW299,91,289
DW415,DW299,179,1111
DW418,DW299,107,398
DW420,DW299,281,1922
DW423,DW299,306,2110
DW425,DW299,57,156
DW427,DW299,83,289
DW428,DW299,269,1777
DW429,DW299,197,1085
DW430,DW299,289,2140
DW432,DW299,273,1969
DW433,DW299,288,1997
DW434,DW299,283,2190
DW435,DW299,287,1996
DW436,DW299,202,1044
DW438,DW299,70,206
DW439,DW299,286,1985
DW441,DW299,295,2199
DW442,DW299,284,2119
DW443,DW299,283,1894
DW444,DW299,94,311
DW446,DW299,283,1889
DW448,DW299,113,449
DW449,DW299,274,1833
DW450,DW299,286,1910
DW451,DW299,91,293
DW452,DW299,286,1855
DW454,DW299,300,2103
DW456,DW299,105,404
DW458,DW299,295,2126
DW460,DW299,272,1872
DW462,DW299,63,226
DW463,DW299,105,576
DW464,DW299,261,1842
DW481,DW299,255,1560
DW482,DW299,296,2251
DW483,DW299,270,2120
DW484,DW299,80,315
DW485,DW299,85,254
DW486,DW299,274,1665
DW487,DW299,97,481
DW488,DW299,274,1900
DW489,DW299,296,1970
M2282,DW299,281,1949
M2300,DW299,276,2017
M2321,DW299,279,1913
M2341,DW299,278,2073
M30,DW299,264,1931
M6090,DW299,275,1993
M6151,DW299,275,2041
M6257,DW299,274,1976
M6270,DW299,283,2042
M6280,DW299,301,2149
M6282,DW299,203,1366
M6283,DW299,247,1602
M6284,DW299,276,2013
M6285,DW299,280,2046
M6286,DW299,273,2035
M6303,DW299,286,2048
M6312,DW299,274,2067
M6320,DW299,289,2169
M6327,DW299,272,1996
M6328,DW299,292,2029
M6475,DW299,269,1974
M6489,DW299,41,166
M6593,DW299,266,1841
M6604,DW299,275,2040
M6711,DW299,191,1143
M6713,DW299,280,1976
R32G,DW299,262,2102
TW10_5G,DW299,263,2107
TW10_6G,DW299,263,2107
TW48-5G,DW299,263,2107
UTMB_10G,DW299,263,2107
DW303,DW301,283,2051
DW304,DW301,203,1174
DW307,DW301,98,332
DW308,DW301,91,426
DW309,DW301,92,346
DW312,DW301,268,2053
DW313,DW301,273,1881
DW315,DW301,281,2102
DW316,DW301,98,366
DW318,DW301,295,2233
DW320,DW301,291,2197
DW321,DW301,291,2189
DW325,DW301,105,414
DW326,DW301,291,2168
DW329,DW301,198,1219
DW330,DW301,281,1841
DW331,DW301,90,365
DW332,DW301,294,2201
DW334,DW301,270,1874
DW336,DW301,295,2245
DW337,DW301,275,2065
DW339,DW301,183,1199
DW342,DW301,251,1594
DW344,DW301,290,2218
DW345,DW301,286,2207
DW346,DW301,103,383
DW347,DW301,99,422
DW349,DW301,68,287
DW351,DW301,127,533
DW355,DW301,88,408
DW356,DW301,296,2232
DW359,DW301,115,422
DW360,DW301,286,2241
DW361,DW301,287,2150
DW365,DW301,92,317
DW366,DW301,277,1797
DW368,DW301,215,1219
DW369,DW301,240,1477
DW370,DW301,35,125
DW371,DW301,283,1973
DW372,DW301,247,1585
DW373,DW301,273,1735
DW374,DW301,94,384
DW375,DW301,259,1767
DW376,DW301,108,349
DW377,DW301,281,2014
DW379,DW301,275,1691
DW380,DW301,265,1722
DW381,DW301,284,2090
DW382,DW301,258,1642
DW383,DW301,283,2012
DW384,DW301,96,327
DW385,DW301,289,2127
DW387,DW301,261,1607
DW388,DW301,281,2025
DW389,DW301,221,1154
DW390,DW301,100,339
DW391,DW301,100,327
DW392,DW301,96,309
DW395,DW301,255,1307
DW396,DW301,284,1938
DW397,DW301,93,324
DW398,DW301,211,1114
DW401,DW301,100,349
DW402,DW301,300,2060
DW405,DW301,266,1815
DW409,DW301,276,1660
DW410,DW301,39,98
DW413,DW301,105,334
DW414,DW301,95,307
DW415,DW301,177,1100
DW418,DW301,137,529
DW420,DW301,284,1938
DW423,DW301,306,2102
DW425,DW301,98,294
DW427,DW301,87,302
DW428,DW301,275,1776
DW429,DW301,206,1112
DW430,DW301,291,2101
DW432,DW301,275,1972
DW433,DW301,286,1994
DW434,DW301,284,2187
DW435,DW301,282,1997
DW436,DW301,210,1083
DW438,DW301,105,340
DW439,DW301,288,1990
DW441,DW301,292,2206
DW442,DW301,284,2146
DW443,DW301,289,1919
DW444,DW301,101,351
DW446,DW301,285,1881
DW448,DW301,112,481
DW449,DW301,273,1838
DW450,DW301,282,1898
DW451,DW301,100,322
DW452,DW301,284,1880
DW454,DW301,296,2099
DW456,DW301,133,546
DW458,DW301,299,2104
DW460,DW301,276,1860
DW462,DW301,100,348
DW463,DW301,115,598
DW464,DW301,263,1805
DW481,DW301,254,1576
DW482,DW301,292,2198
DW483,DW301,271,2119
DW484,DW301,91,335
DW485,DW301,93,288
DW486,DW301,278,1687
DW487,DW301,102,539
DW488,DW301,274,1915
DW489,DW301,291,1967
M2282,DW301,278,1967
M2300,DW301,272,2007
M2321,DW301,273,1876
M2341,DW301,273,1990
M30,DW301,263,1910
M6090,DW301,273,1976
M6151,DW301,273,2042
M6257,DW301,272,1903
M6270,DW301,279,2111
M6280,DW301,304,2140
M6282,DW301,210,1352
M6283,DW301,251,1580
M6284,DW301,273,2010
M6285,DW301,282,2001
M6286,DW301,270,1951
M6303,DW301,284,2025
M6312,DW301,272,2024
M6320,DW301,287,2100
M6327,DW301,267,2001
M6328,DW301,287,2028
M6475,DW301,270,1946
M6489,DW301,84,307
M6593,DW301,263,1826
M6604,DW301,273,1979
M6711,DW301,202,1153
M6713,DW301,279,1979
R32G,DW301,258,2069
TW10_5G,DW301,259,2073
TW10_6G,DW301,259,2070
TW48-5G,DW301,259,2069
UTMB_10G,DW301,259,2069
DW304,DW303,299,1965
DW307,DW303,297,2027
DW308,DW303,286,2104
DW309,DW303,285,1987
DW312,DW303,142,730
DW313,DW303,299,2188
DW315,DW303,137,776
DW316,DW303,297,2048
DW318,DW303,238,1543
DW320,DW303,239,1403
DW321,DW303,238,1427
DW325,DW303,280,2043
DW326,DW303,238,1390
DW329,DW303,295,2150
DW330,DW303,306,2055
DW331,DW303,283,2043
DW332,DW303,245,1392
DW334,DW303,295,2039
DW336,DW303,244,1428
DW337,DW303,220,1286
DW339,DW303,291,2123
DW342,DW303,247,1245
DW344,DW303,239,1395
DW345,DW303,229,1435
DW346,DW303,285,2008
DW347,DW303,293,2093
DW349,DW303,265,1996
DW351,DW303,270,1895
DW355,DW303,289,2094
DW356,DW303,247,1650
DW359,DW303,286,1981
DW360,DW303,154,1031
DW361,DW303,230,1372
DW365,DW303,278,1903
DW366,DW303,300,1970
DW368,DW303,276,1707
DW369,DW303,234,1169
DW370,DW303,273,1873
DW371,DW303,146,692
DW372,DW303,270,1702
DW373,DW303,260,1556
DW374,DW303,236,1969
DW375,DW303,258,1617
DW376,DW303,300,1873
DW377,DW303,173,852
DW379,DW303,295,1847
DW380,DW303,291,1870
DW381,DW303,150,785
DW382,DW303,255,1560
DW383,DW303,197,1091
DW384,DW303,296,1948
DW385,DW303,155,848
DW387,DW303,299,2025
DW388,DW303,172,877
DW389,DW303,280,1716
DW390,DW303,291,1972
DW391,DW303,291,1998
DW392,DW303,296,1932
DW395,DW303,190,358
DW396,DW303,308,2115
DW397,DW303,291,1958
DW398,DW303,292,1906
DW401,DW303,272,1939
DW402,DW303,245,1371
DW405,DW303,284,1939
DW409,DW303,236,1143
DW410,DW303,284,1699
DW413,DW303,290,1884
DW414,DW303,261,1846
DW415,DW303,288,2037
DW418,DW303,288,1919
DW420,DW303,237,1090
DW423,DW303,253,1330
DW425,DW303,294,1864
DW427,DW303,293,1937
DW428,DW303,300,1931
DW429,DW303,288,1919
DW430,DW303,240,1261
DW432,DW303,224,1337
DW433,DW303,254,1614
DW434,DW303,151,870
DW435,DW303,144,618
DW436,DW303,291,1873
DW438,DW303,289,1936
DW439,DW303,154,752
DW441,DW303,234,1514
DW442,DW303,153,825
DW443,DW303,289,1782
DW444,DW303,292,1963
DW446,DW303,293,2004
DW448,DW303,284,1921
DW449,DW303,266,1716
DW450,DW303,219,1216
DW451,DW303,291,1917
DW452,DW303,233,1437
DW454,DW303,243,1397
DW456,DW303,287,1945
DW458,DW303,242,1259
DW460,DW303,294,2075
DW462,DW303,286,1979
DW463,DW303,293,2070
DW464,DW303,257,1674
DW481,DW303,250,1482
DW482,DW303,236,1486
DW483,DW303,145,854
DW484,DW303,290,1951
DW485,DW303,291,1907
DW486,DW303,303,1917
DW487,DW303,244,1995
DW488,DW303,276,1735
DW489,DW303,242,1383
M2282,DW303,114,497
M2300,DW303,110,486
M2321,DW303,204,1045
M2341,DW303,157,898
M30,DW303,94,407
M6090,DW303,115,505
M6151,DW303,115,462
M6257,DW303,196,1161
M6270,DW303,127,560
M6280,DW303,282,1767
M6282,DW303,300,2145
M6283,DW303,287,2234
M6284,DW303,115,549
M6285,DW303,211,1344
M6286,DW303,271,1836
M6303,DW303,135,690
M6312,DW303,116,519
M6320,DW303,196,1242
M6327,DW303,108,492
M6328,DW303,134,554
M6475,DW303,205,1193
M6489,DW303,286,1945
M6593,DW303,184,989
M6604,DW303,225,1526
M6711,DW303,281,1987
M6713,DW303,301,2174
R32G,DW303,88,535
TW10_5G,DW303,89,536
TW10_6G,DW303,88,535
TW48-5G,DW303,88,529
UTMB_10G,DW303,88,533
DW307,DW304,209,1173
DW308,DW304,200,1225
DW309,DW304,201,1150
DW312,DW304,276,1850
DW313,DW304,256,1768
DW315,DW304,288,1940
DW316,DW304,206,1219
DW318,DW304,310,2260
DW320,DW304,289,2083
DW321,DW304,290,2105
DW325,DW304,199,1205
DW326,DW304,290,2066
DW329,DW304,227,1397
DW330,DW304,264,1682
DW331,DW304,197,1196
DW332,DW304,297,2095
DW334,DW304,257,1742
DW336,DW304,293,2127
DW337,DW304,286,2067
DW339,DW304,215,1336
DW342,DW304,205,1243
DW344,DW304,293,2096
DW345,DW304,294,2191
DW346,DW304,208,1176
DW347,DW304,203,1239
DW349,DW304,184,1160
DW351,DW304,219,1263
DW355,DW304,201,1172
DW356,DW304,307,2246
DW359,DW304,211,1198
DW360,DW304,287,2033
DW361,DW304,281,2055
DW365,DW304,193,1098
DW366,DW304,264,1696
DW368,DW304,140,699
DW369,DW304,191,1132
DW370,DW304,188,1106
DW371,DW304,290,1847
DW372,DW304,250,1670
DW373,DW304,263,1665
DW374,DW304,170,1120
DW375,DW304,254,1712
DW376,DW304,212,1081
DW377,DW304,296,1988
DW379,DW304,260,1592
DW380,DW304,254,1655
DW381,DW304,283,1864
DW382,DW304,275,1768
DW383,DW304,294,2021
DW384,DW304,207,1144
DW385,DW304,292,1924
DW387,DW304,276,1617
DW388,DW304,294,1986
DW389,DW304,200,991
DW390,DW304,210,1115
DW391,DW304,210,1138
DW392,DW304,205,1083
DW395,DW304,265,1281
DW396,DW304,264,1629
DW397,DW304,202,1099
DW398,DW304,142,634
DW401,DW304,201,1092
DW402,DW304,298,1978
DW405,DW304,246,1541
DW409,DW304,293,1708
DW410,DW304,203,984
DW413,DW304,210,1079
DW414,DW304,188,1065
DW415,DW304,212,1287
DW418,DW304,232,1257
DW420,DW304,286,1846
DW423,DW304,301,1834
DW425,DW304,206,1049
DW427,DW304,205,1111
DW428,DW304,262,1674
DW429,DW304,134,657
DW430,DW304,291,1981
DW432,DW304,284,2048
DW433,DW304,290,2000
DW434,DW304,285,1972
DW435,DW304,288,1888
DW436,DW304,138,616
DW438,DW304,210,1133
DW439,DW304,290,1821
DW441,DW304,307,2251
DW442,DW304,286,1913
DW443,DW304,263,1634
DW444,DW304,211,1122
DW446,DW304,272,1602
DW448,DW304,204,1146
DW449,DW304,266,1783
DW450,DW304,288,1944
DW451,DW304,210,1107
DW452,DW304,277,1732
DW454,DW304,292,2015
DW456,DW304,231,1278
DW458,DW304,298,1954
DW460,DW304,245,1560
DW462,DW304,209,1147
DW463,DW304,204,1170
DW464,DW304,257,1771
DW481,DW304,271,1681
DW482,DW304,305,2229
DW483,DW304,274,1924
DW484,DW304,202,1133
DW485,DW304,203,1078
DW486,DW304,257,1514
DW487,DW304,176,1123
DW488,DW304,287,1937
DW489,DW304,304,1983
M2282,DW304,284,1855
M2300,DW304,280,1924
M2321,DW304,287,1897
M2341,DW304,276,1827
M30,DW304,275,1812
M6090,DW304,286,1912
M6151,DW304,286,1916
M6257,DW304,282,1902
M6270,DW304,291,1958
M6280,DW304,295,1938
M6282,DW304,221,1328
M6283,DW304,248,1607
M6284,DW304,285,1910
M6285,DW304,262,1889
M6286,DW304,266,1793
M6303,DW304,293,1964
M6312,DW304,285,1970
M6320,DW304,285,1988
M6327,DW304,277,1868
M6328,DW304,294,1926
M6475,DW304,286,1987
M6489,DW304,197,1079
M6593,DW304,278,1896
M6604,DW304,253,1695
M6711,DW304,135,675
M6713,DW304,250,1668
R32G,DW304,270,1980
TW10_5G,DW304,271,1986
TW10_6G,DW304,271,1982
TW48-5G,DW304,271,1979
UTMB_10G,DW304,271,1980
DW308,DW307,88,379
DW309,DW307,89,290
DW312,DW307,280,2010
DW313,DW307,277,1908
DW315,DW307,291,2039
DW316,DW307,4,8
DW318,DW307,307,2216
DW320,DW307,301,2177
DW321,DW307,302,2193
DW325,DW307,98,351
DW326,DW307,302,2162
DW329,DW307,202,1188
DW330,DW307,287,1819
DW331,DW307,89,331
DW332,DW307,306,2187
DW334,DW307,275,1869
DW336,DW307,305,2207
DW337,DW307,288,1997
DW339,DW307,188,1211
DW342,DW307,261,1575
DW344,DW307,301,2190
DW345,DW307,302,2170
DW346,DW307,75,247
DW347,DW307,84,329
DW349,DW307,89,333
DW351,DW307,108,416
DW355,DW307,88,331
DW356,DW307,307,2212
DW359,DW307,87,278
DW360,DW307,292,2219
DW361,DW307,297,2142
DW365,DW307,84,266
DW366,DW307,281,1764
DW368,DW307,223,1183
DW369,DW307,251,1471
DW370,DW307,93,286
DW371,DW307,291,2010
DW372,DW307,255,1561
DW373,DW307,281,1732
DW374,DW307,69,222
DW375,DW307,263,1716
DW376,DW307,109,312
DW377,DW307,290,2004
DW379,DW307,280,1693
DW380,DW307,270,1730
DW381,DW307,291,2020
DW382,DW307,271,1595
DW383,DW307,296,1970
DW384,DW307,3,1
DW385,DW307,296,2119
DW387,DW307,265,1573
DW388,DW307,292,2002
DW389,DW307,236,1108
DW390,DW307,96,293
DW391,DW307,96,302
DW392,DW307,67,161
DW395,DW307,269,1306
DW396,DW307,289,1914
DW397,DW307,64,164
DW398,DW307,214,1074
DW401,DW307,70,207
DW402,DW307,315,2070
DW405,DW307,273,1802
DW409,DW307,289,1642
DW410,DW307,90,267
DW413,DW307,100,295
DW414,DW307,96,283
DW415,DW307,182,1107
DW418,DW307,116,395
DW420,DW307,296,1927
DW423,DW307,318,2105
DW425,DW307,66,156
DW427,DW307,90,259
DW428,DW307,279,1763
DW429,DW307,209,1079
DW430,DW307,302,2109
DW432,DW307,283,1944
DW433,DW307,299,1965
DW434,DW307,292,2122
DW435,DW307,294,1959
DW436,DW307,213,1060
DW438,DW307,75,211
DW439,DW307,295,2004
DW441,DW307,305,2167
